Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),Species (veterinary),Patient safety,ATC code (human),ATCvet code (veterinary),Pharmacotherapeutic group (human),Pharmacotherapeutic group (veterinary),Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic or hybrid,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Bimervax,EMEA/H/C/006058,Authorised,,VR/0000269056,"COVID-19 Vaccine (recombinant, adjuvanted);selvacovatein;damlecovatein",SARS-CoV-2 virus recombinant spike (S) protein receptor binding domain (RBD) fusion dimer produced by recombinant DNA technology,COVID-19 virus infection,,No,J07BN,,Vaccines,,Bimervax is indicated as a booster for active immunisation to prevent COVID-19 in individuals 16 years of age and older who have previously received a mRNA COVID-19 vaccine,No,Yes,No,No,No,No,No,No,No,Hipra Human Health S.L.,23/05/2025,,,,,30/03/2023,,,,11,31/03/2023,11/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/bimervax
Human,Dexdor,EMEA/H/C/002268,Authorised,,II/0035,dexmedetomidine,Dexmedetomidine hydrochloride,Conscious Sedation,,No,N05CM18,,Psycholeptics,,For sedation of adult intensive care unit patients requiring a sedation level not deeper than arousal in response to verbal stimulation (corresponding to Richmond Agitation-Sedation Scale (RASS) 0 to -3).,No,No,No,No,No,No,No,No,No,Orion Corporation,08/07/2022,,,,,15/09/2011,,,,17,08/12/2017,11/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/dexdor
Human,Absimky,EMEA/H/C/006585,Authorised,,VR/0000275179,ustekinumab,ustekinumab,"Crohn Disease;Colitis, Ulcerative",,No,L04AC05,,Immunosuppressants,,"Plaque psoriasis ABSIMKY is indicated for the treatment of moderate to severe plaque psoriasis in adults who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapies including ciclosporin, methotrexate (MTX) or PUVA (psoralen and ultraviolet A). Paediatric plaque psoriasis ABSIMKY is indicated for the treatment of moderate to severe plaque psoriasis in children and adolescent patients from the age of 6 years and older, who are inadequately controlled by, or are intolerant to, other systemic therapies or phototherapies. Psoriatic arthritis (PsA) ABSIMKY, alone or in combination with MTX, is indicated for the treatment of active psoriatic arthritis in adult patients when the response to previous non-biological disease-modifying antirheumatic drug (DMARD) therapy has been inadequate. Crohn’s Disease Absimky&nbsp;is&nbsp;indicated&nbsp;for&nbsp;the&nbsp;treatment&nbsp;of&nbsp;adult&nbsp;patients&nbsp;with&nbsp;moderately&nbsp;to&nbsp;severely&nbsp;active&nbsp;Crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a TNFα antagonist or have medical contraindications to such therapies. Ulcerative&nbsp;colitis Absimky&nbsp;is&nbsp;indicated&nbsp;for&nbsp;the&nbsp;treatment&nbsp;of&nbsp;adult&nbsp;patients&nbsp;with&nbsp;moderately&nbsp;to&nbsp;severely&nbsp;active&nbsp;ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic or have medical contraindications to such therapies.",No,Yes,No,Yes,No,No,No,No,No,Accord Healthcare S.L.U.,05/06/2025,,,17/10/2024,,12/12/2024,,,,2,18/10/2024,11/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/absimky
Human,Rozlytrek,EMEA/H/C/004936,Authorised,,PSUSA/00010874/202406,entrectinib,Entrectinib,"Cancer;Carcinoma, Non-Small-Cell Lung",,No,L01EX14,,Antineoplastic agents,,"Rozlytrek as monotherapy is indicated for the treatment of adult and paediatric patients 12 years of age and older with solid tumours expressing a neurotrophic tyrosine receptor kinase (NTRK) gene fusion,  who have a disease that is locally advanced, metastatic or where surgical resection is likely to result in severe morbidity, and who have not received a prior NTRK inhibitor who have no satisfactory treatment options.  Rozlytrek as monotherapy is indicated for the treatment of adult patients with ROS1 positive, advanced non small cell lung cancer (NSCLC) not previously treated with ROS1 inhibitors.",No,Yes,No,No,Yes,No,No,No,Yes,Roche Registration GmbH ,24/03/2025,,,28/05/2020,,31/07/2020,,,,11,11/09/2020,10/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/rozlytrek
Human,Vokanamet,EMEA/H/C/002656,Authorised,,VR/0000261685,canagliflozin;metformin,canagliflozin;metformin hydrochloride,"Diabetes Mellitus, Type 2",,No,A10BD16,,Drugs used in diabetes,,"Vokanamet is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control:  in patients not adequately controlled on their maximally tolerated doses of metformin alone in patients on their maximally tolerated doses of metformin along with other glucose lowering medicinal products including insulin, when these do not provide adequate glycaemic control. in patients already being treated with the combination of canagliflozin and metformin as separate tablets  For study results with respect to combination of therapies, effects on glycaemic control and cardiovascular events, and the populations studied, see sections 4.4, 4.5 and 5.1.",No,No,No,No,No,No,No,No,No,Janssen-Cilag International NV,10/06/2025,,,,,23/04/2014,,,,25,15/03/2018,10/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/vokanamet
Human,Apexelsin,EMEA/H/C/005997,Authorised,,VR/0000272569,paclitaxel,paclitaxel,"Breast Neoplasms;Pancreatic Neoplasms;Carcinoma, Non-Small-Cell Lung",,No,L01CD01,,Antineoplastic agents,,"Apexelsin monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. Apexelsin in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Apexelsin in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",No,Yes,No,No,No,No,Yes,No,No,Whiteoak Pharmaceutical B.V.,10/06/2025,,,30/05/2024,,24/07/2024,,,,2,31/05/2024,10/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/apexelsin
Human,Jyseleca,EMEA/H/C/005113,Authorised,,R/0038,filgotinib,filgotinib maleate,"Arthritis, Rheumatoid",,No,L04AF04,,Immunosuppressants,,"Rheumatoid arthritis Jyseleca is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more disease modifying anti rheumatic drugs (DMARDs). Jyseleca may be used as monotherapy or in combination with methotrexate (MTX). Ulcerative colitis Jyseleca is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic agent.",No,No,No,No,No,No,No,No,No,Alfasigma S.p.A.,02/06/2025,,,23/07/2020,,24/09/2020,,,,14,26/05/2020,10/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/jyseleca
Human,Epruvy (previously Ranibizumab Midas),EMEA/H/C/006528,Authorised,,VR/0000264588,ranibizumab,ranibizumab,Wet Macular Degeneration;Macular Edema;Choroidal Neovascularization;Diabetes Complications,,No,S01LA04,,Ophthalmologicals,,"Treatment of neovascular (wet) age-related macular degeneration (AMD), visual impairment due to diabetic macular oedema (DME), proliferative diabetic retinopathy (PDR), visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO) and visual impairment due to choroidal neovascularisation (CNV).",No,No,No,Yes,No,No,No,No,No,Midas Pharma GmbH,05/06/2025,,,25/07/2024,,19/09/2024,,,,3,26/07/2024,06/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/epruvy
Human,Ranivisio,EMEA/H/C/005019,Authorised,,VR/0000264588,ranibizumab,ranibizumab,Wet Macular Degeneration;Macular Edema;Diabetic Retinopathy;Diabetes Complications,,No,S01LA04,,Ophthalmologicals,,Ranivisio is indicated in adults for: • The treatment of neovascular (wet) age-related macular degeneration (AMD) • The treatment of visual impairment due to diabetic macular oedema (DME) • The treatment of proliferative diabetic retinopathy (PDR) • The treatment of visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO) • The treatment of visual impairment due to choroidal neovascularisation (CNV),No,Yes,No,Yes,No,No,No,No,No,Midas Pharma GmbH,05/06/2025,,,23/06/2022,,25/08/2022,,,,6,20/06/2022,06/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ranivisio
Human,Eydenzelt,EMEA/H/C/005899,Authorised,,VR/0000272942,aflibercept,aflibercept,Wet Macular Degeneration;Macular Edema;Diabetes Complications;Retinal Vein Occlusion;Choroidal Neovascularization,,No,S01LA05,,Ophthalmologicals,,"Eydenzelt is indicated for adults for the treatment of:  neovascular (wet) age-related macular degeneration (AMD) (see section 5.1), visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO) (see section 5.1), visual impairment due to diabetic macular oedema (DME) (see section 5.1), visual impairment due to myopic choroidal neovascularisation (myopic CNV) (see section 5.1).",No,Yes,No,Yes,No,No,No,No,No,Celltrion Healthcare Hungary Kft.,06/06/2025,,,12/12/2024,,12/02/2025,,,,2,27/03/2025,06/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/eydenzelt
Human,Zyprexa,EMEA/H/C/000115,Authorised,,VR/0000252667,olanzapine,olanzapine,Schizophrenia;Bipolar Disorder,,No,N05AH03,,Psycholeptics,,"Coated tablets Adults Olanzapine is indicated for the treatment of schizophrenia. Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response. Olanzapine is indicated for the treatment of moderate to severe manic episode. In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder. Injection Adults Zyprexa powder for solution for injection is indicated for the rapid control of agitation and disturbed behaviours in patients with schizophrenia or manic episode, when oral therapy is not appropriate. Treatment with Zyprexa powder for solution for injection should be discontinued and the use of oral olanzapine should be initiated as soon as clinically appropriate.",No,No,No,No,No,No,No,No,No,CHEPLAPHARM Registration GmbH,05/06/2025,,,,,27/09/1996,,,,46,23/02/2017,06/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/zyprexa
Human,HBVaxPro,EMEA/H/C/000373,Authorised,,N/0000278205,hepatitis B vaccine (recombinant DNA),"hepatitis B, recombinant surface antigen",Hepatitis B;Immunization,,No,J07BC01,,Vaccines,,5 micrograms HBVaxPro is indicated for active immunisation against hepatitis-B-virus infection caused by all known subtypes in individuals from birth through 15 years of age considered at risk of exposure to hepatitis-B virus. The specific at-risk categories to be immunised are to be determined on the basis of the official recommendations. It can be expected that hepatitis D will also be prevented by immunisation with HBVaxPro as hepatitis D (caused by the delta agent) does not occur in the absence of hepatitis-B infection. 10 micrograms HBVaxPro is indicated for active immunisation against hepatitis-B-virus infection caused by all known subtypes in individuals 16 years of age or more considered at risk of exposure to hepatitis-B virus. The specific at-risk categories to be immunised are to be determined on the basis of the official recommendations. It can be expected that hepatitis D will also be prevented by immunisation with HBVaxPro as hepatitis D (caused by the delta agent) does not occur in the absence of hepatitis-B infection. 40 micrograms HBVaxPro is indicated for the active immunisation against hepatitis-B-virus infection caused by all known subtypes in predialysis and dialysis adult patients. It can be expected that hepatitis D will also be prevented by immunisation with HBVaxPro as hepatitis D (caused by the delta agent) does not occur in the absence of hepatitis B infection.,No,No,No,No,No,No,No,No,No,Merck Sharp & Dohme B.V. ,05/06/2025,,,,,27/04/2001,,,,34,18/12/2017,06/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/hbvaxpro
Human,Efmody,EMEA/H/C/005105,Authorised,,II/0013,hydrocortisone,hydrocortisone,"Adrenal Hyperplasia, Congenital",,No,H02AB09,,Corticosteroids for systemic use,,Treatment of congenital adrenal hyperplasia (CAH) in adolescents aged 12 years and over and adults.,No,No,No,No,No,No,No,No,No,Neurocrine Netherlands B.V.,27/03/2025,,,25/03/2021,,27/05/2021,,,,7,24/03/2021,05/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/efmody
Human,Finlee,EMEA/H/C/005885,Authorised,,WS2762,dabrafenib,dabrafenib mesilate,Glioma,,No,L01EC02,,Antineoplastic agents,,Low-grade glioma Finlee in combination with trametinib is indicated for the treatment of paediatric patients aged 1 year and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy. High-grade glioma Finlee in combination with trametinib is indicated for the treatment of paediatric patients aged 1 year and older with high-grade glioma (HGG) with a BRAF V600E mutation who have received at least one prior radiation and/or chemotherapy treatment.,No,No,No,No,No,No,No,Yes,No,Novartis Europharm Limited,20/03/2025,,,14/09/2023,,15/11/2023,,,,6,05/12/2023,04/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/finlee
Human,Remicade,EMEA/H/C/000240,Authorised,,VR/0000229576,infliximab,infliximab,"Spondylitis, Ankylosing;Arthritis, Rheumatoid;Psoriasis;Crohn Disease;Arthritis, Psoriatic;Colitis, Ulcerative",,No,L04AB02,,Immunosuppressants,,"Rheumatoid arthritis Remicade, in combination with methotrexate, is indicated for the reduction of signs and symptoms as well as the improvement in physical function in:  adult patients with active disease when the response to disease-modifying antirheumatic drugs (DMARDs), including methotrexate, has been inadequate; adult patients with severe, active and progressive disease not previously treated with methotrexate or other DMARDs.  In these patient populations, a reduction in the rate of the progression of joint damage, as measured by X-ray, has been demonstrated. Adult Crohn's disease Remicade is indicated for:  treatment of moderately to severely active Crohn's disease, in adult patients who have not responded despite a full and adequate course of therapy with a corticosteroid and / or an immunosuppressant; or who are intolerant to or have medical contraindications for such therapies; treatment of fistulising, active Crohn's disease, in adult patients who have not responded despite a full and adequate course of therapy with conventional treatment (including antibiotics, drainage and immunosuppressive therapy).  Paediatric Crohn's disease Remicade is indicated for treatment of severe, active Crohn's disease, in children and adolescents aged six to 17 years, who have not responded to conventional therapy including a corticosteroid, an immunomodulator and primary nutrition therapy; or who are intolerant to or have contraindications for such therapies. Remicade has been studied only in combination with conventional immunosuppressive therapy. Ulcerative colitis Remicade is indicated for treatment of moderately to severely active ulcerative colitis in adult patients who have had an inadequate response to conventional therapy including corticosteroids and 6-mercaptopurine (6-MP) or azathioprine (AZA), or who are intolerant to or have medical contraindications for such therapies. Paediatric ulcerative colitis Remicade is indicated for treatment of severely active ulcerative colitis, in paediatric patients aged six to 17 years, who have had an inadequate response to conventional therapy including corticosteroids and 6-MP or AZA, or who are intolerant to or have medical contraindications for such therapies. Ankylosing spondylitis Remicade is indicated for treatment of severe, active ankylosing spondylitis, in adult patients who have responded inadequately to conventional therapy. Psoriatic arthritis Remicade is indicated for treatment of active and progressive psoriatic arthritis in adult patients when the response to previous DMARD therapy has been inadequate. Remicade should be administered:  in combination with methotrexate; or alone in patients who show intolerance to methotrexate or for whom methotrexate is contraindicated.  Remicade has been shown to improve physical function in patients with psoriatic arthritis, and to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease. Psoriasis Remicade is indicated for treatment of moderate to severe plaque psoriasis in adult patients who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapy including cyclosporine, methotrexate or psoralen ultraviolet A (PUVA).",No,No,No,No,No,No,No,No,No,Janssen Biologics B.V. ,25/03/2025,,,19/05/1999,,13/08/1999,,,,68,26/04/2018,04/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/remicade
Human,Ibrance,EMEA/H/C/003853,Authorised,,N/0000253412,palbociclib,Palbociclib,Breast Neoplasms,,No,L01EF01,,Antineoplastic agents,,"Ibrance is indicated for the treatment of hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer:  in combination with an aromatase inhibitor; in combination with fulvestrant in women who have received prior endocrine therapy.  In pre- or perimenopausal women, the endocrine therapy should be combined with a luteinizing hormone releasing hormone (LHRH) agonist.",No,No,No,No,No,No,No,No,No,Pfizer Europe MA EEIG ,06/03/2025,,,15/09/2016,,09/11/2016,,,,24,30/07/2018,03/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/ibrance
Human,Zeffix,EMEA/H/C/000242,Authorised,,T/0000262168,lamivudine,lamivudine,"Hepatitis B, Chronic",,No,J05AF05,,Antivirals for systemic use,,"Zeffix is indicated for the treatment of chronic hepatitis B in adults with:  compensated liver disease with evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active liver inflammation and / or fibrosis. Initiation of lamivudine treatment should only be considered when the use of an alternative antiviral agent with a higher genetic barrier is not available or appropriate; decompensated liver disease in combination with a second agent without cross-resistance to lamivudine.",No,No,No,No,No,No,No,No,No,GlaxoSmithKline Trading Services Limited,26/05/2025,,,22/04/1999,,29/07/1999,,,,31,25/01/2018,03/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/zeffix
Human,Cholestagel,EMEA/H/C/000512,Authorised,,VR/0000267594,colesevelam,colesevelam (as hydrochloride),Hypercholesterolemia,,No,C10AC04,,Lipid modifying agents,,"Cholestagel co-administered with a 3-hydroxy-3-methyl-glutaryl-coenzyme-A (HMG-CoA)-reductase inhibitor (statin) is indicated as adjunctive therapy to diet to provide an additive reduction in low-density-lipoprotein-cholesterol (LDL-C) levels in adult patients with primary hypercholesterolaemia who are not adequately controlled with a statin alone. Cholestagel as monotherapy is indicated as adjunctive therapy to diet for reduction of elevated total cholesterol and LDL-C in adult patients with primary hypercholesterolaemia, in whom a statin is considered inappropriate or is not well tolerated. Cholestagel can also be used in combination with ezetimibe, with or without a statin, in adult patients with primary hypercholesterolaemia, including patients with familial hypercholesterolaemia (see section 5.1).",No,No,No,No,No,No,No,No,No,CHEPLAPHARM Arzneimittel GmbH,03/06/2025,,,,,09/03/2004,,,,26,28/04/2017,03/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/cholestagel
Human,Imcivree,EMEA/H/C/005089,Authorised,,II/0034,setmelanotide,setmelanotide,Obesity,,No,A08AA,,"Antiobesity preparations, excl. diet products",,"IMCIVREE is indicated for the treatment of obesity and the control of hunger associated with genetically confirmed Bardet Biedl syndrome (BBS), loss-of-function biallelic pro-opiomelanocortin (POMC), including PCSK1, deficiency or biallelic leptin receptor (LEPR) deficiency in adults and children 2 years of age and above.",No,Yes,No,No,No,No,No,Yes,Yes,Rhythm Pharmaceuticals Netherlands B.V.,03/04/2025,,,20/05/2021,,16/07/2021,,,,12,19/05/2021,03/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/imcivree
Human,Atazanavir Krka,EMEA/H/C/004859,Authorised,,VR/0000273939,atazanavir,atazanavir (as sulfate),HIV Infections,,No,J05AE08,,Antivirals for systemic use,,"Atazanavir Krka capsules, co-administered with low dose ritonavir, are indicated for the treatment of HIV-1 infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products. Based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors (? 4 PI mutations). The choice of Atazanavir Krka in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history.",No,No,No,No,No,No,Yes,No,No,"Krka, d.d., Novo mesto",03/06/2025,,,31/01/2019,,25/03/2019,,,,3,15/05/2019,03/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/atazanavir-krka
Human,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),EMEA/H/C/002785,Authorised,,N/0000275731,levodopa;carbidopa;entacapone,levodopa;carbidopa;entacapone,Parkinson Disease,,No,N04BA03,,Anti-Parkinson drugs,,Corbilta is indicated for the treatment of adult patients with Parkinson’s disease and end-of-dose motor fluctuations not stabilised on levodopa/dopa decarboxylase (DDC) inhibitor treatment.,No,No,No,No,No,No,No,No,No,Orion Corporation,02/06/2025,,,19/09/2013,,11/11/2013,,,,12,06/07/2018,02/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/corbilta
Human,Camzyos,EMEA/H/C/005457,Authorised,,VR/0000266373,mavacamten,Mavacamten,"Cardiomyopathy, Hypertrophic",,No,C01EB,,Other cardiac preparations,,Treatment of symptomatic obstructive hypertrophic cardiomyopathy.,No,Yes,No,No,No,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,30/05/2025,,,,,26/06/2023,,,,5,24/07/2023,02/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos
Human,Opdivo,EMEA/H/C/003985,Authorised,,X/0144,nivolumab,nivolumab,"Melanoma;Hodgkin Disease;Carcinoma, Renal Cell;Carcinoma, Non-Small-Cell Lung;Carcinoma, Transitional Cell;Squamous Cell Carcinoma of Head and Neck;Urologic Neoplasms;Mesothelioma;Colorectal Neoplasms",,No,L01FF01,,Antineoplastic agents,,"Melanoma  Opdivo as monotherapy or in combination with ipilimumab is indicated for the treatment of advanced (unresectable or metastatic) melanoma in adults and adolescents 12 years of age and older.Relative to nivolumab monotherapy, an increase in progression-free survival (PFS) and overall survival (OS) for the combination of nivolumab with ipilimumab is established only in patients with low tumour PD-L1 expression (see sections 4.4 and 5.1).  Adjuvant treatment of melanoma  Opdivo as monotherapy is indicated for the adjuvant treatment of adults and adolescents 12 years of age and older with Stage IIB or IIC melanoma, or melanoma with involvement of lymph nodes or metastatic disease who have undergone complete resection (see section 5.1).  Non-small cell lung cancer (NSCLC)  Opdivo in combination with ipilimumab and 2 cycles of platinum-based chemotherapy is indicated for the first-line treatment of metastatic non-small cell lung cancer in adults whose tumours have no sensitising EGFR mutation or ALK translocation. Opdivo as monotherapy is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer after prior chemotherapy in adults.  Neoadjuvant treatment of NSCLC  Opdivo in combination with platinum-based chemotherapy is indicated for the neoadjuvant treatment of resectable non-small cell lung cancer at high risk of recurrence in adult patients whose tumours have PD-L1 expression ≥ 1% (see section 5.1 for selection criteria).  Neoadjuvant and adjuvant treatment of NSCLC  Opdivo, in combination with platinum-based chemotherapy as neoadjuvant treatment, followed by OPDIVO as monotherapy as adjuvant treatment, is indicated for the treatment of resectable non-small cell lung cancer at high risk of recurrence in adult patients whose tumours have PD-L1 expression ≥ 1% (see section 5.1 for selection criteria).  Malignant pleural mesothelioma (MPM)  Opdivo in combination with ipilimumab is indicated for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma.  Renal cell carcinoma (RCC)  Opdivo as monotherapy is indicated for the treatment of advanced renal cell carcinoma after prior therapy in adults. Opdivo in combination with ipilimumab is indicated for the first-line treatment of adult patients with intermediate/poor-risk advanced renal cell carcinoma (see section 5.1). Opdivo in combination with cabozantinib is indicated for the first-line treatment of adult patients with advanced renal cell carcinoma (see section 5.1).  Classical Hodgkin lymphoma (cHL)  Opdivo as monotherapy is indicated for the treatment of adult patients with relapsed or refractory classical Hodgkin lymphoma after autologous stem cell transplant (ASCT) and treatment with brentuximab vedotin.  Squamous cell cancer of the head and neck (SCCHN)  Opdivo as monotherapy is indicated for the treatment of recurrent or metastatic squamous cell cancer of the head and neck in adults progressing on or after platinum-based therapy (see section 5.1).  Urothelial carcinoma  Opdivo in combination with cisplatin and gemcitabine is indicated for the first-line treatment of adult patients with unresectable or metastatic urothelial carcinoma. Opdivo as monotherapy is indicated for the treatment of locally advanced unresectable or metastatic urothelial carcinoma in adults after failure of prior platinum-containing therapy.  Adjuvant treatment of urothelial carcinoma  Opdivo as monotherapy is indicated for the adjuvant treatment of adults with muscle invasive urothelial carcinoma (MIUC) with tumour cell PD-L1 expression ≥ 1%, who are at high risk of recurrence after undergoing radical resection of MIUC (see section 5.1).  Mismatch repair deficient (dMMR) or microsatellite instability-high (MSI-H) colorectal cancer (CRC)  Opdivo in combination with ipilimumab is indicated for the treatment of adult patients with mismatch repair deficient or microsatellite instability-high colorectal cancer in the following settings:-&nbsp;first-line treatment of unresectable or metastatic colorectal cancer;- treatment of&nbsp;metastatic colorectal cancer after prior fluoropyrimidine-based combination chemotherapy (see section 5.1).  Oesophageal squamous cell carcinoma (OSCC)  Opdivo in combination with ipilimumab is indicated for the first-line treatment of adult patients with unresectable advanced, recurrent or metastatic oesophageal squamous cell carcinoma with tumour cell PD-L1 expression ≥ 1%. Opdivo in combination with fluoropyrimidine‑ and platinum‑based combination chemotherapy is indicated for the first‑line treatment of adult patients with unresectable advanced, recurrent or metastatic oesophageal squamous cell carcinoma with tumour cell PD‑L1 expression&nbsp;≥&nbsp;1%. Opdivo as monotherapy is indicated for the treatment of adult patients with unresectable advanced, recurrent or metastatic oesophageal squamous cell carcinoma after prior fluoropyrimidine‑ and platinum‑based combination chemotherapy.  Adjuvant treatment of oesophageal or gastro‑oesophageal junction cancer (OC or GEJC)  Opdivo as monotherapy is indicated for the adjuvant treatment of adult patients with oesophageal or gastro‑oesophageal junction cancer who have residual pathologic disease following prior neoadjuvant chemoradiotherapy (see section&nbsp;5.1).  Gastric, gastro‑oesophageal junction (GEJ) or oesophageal adenocarcinoma  Opdivo in combination with fluoropyrimidine‑ and platinum‑based combination chemotherapy is indicated for the first‑line treatment of adult patients with HER2‑negative advanced or metastatic gastric, gastro‑oesophageal junction or oesophageal adenocarcinoma whose tumours express PD‑L1 with a combined positive score (CPS)&nbsp;≥&nbsp;5.  Hepatocellular carcinoma (HCC)  Opdivo in combination with ipilimumab is indicated for the first‑line treatment of adult patients with unresectable or advanced hepatocellular carcinoma.",No,No,No,No,No,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,26/05/2025,,,23/04/2015,,19/06/2015,,,,67,30/07/2018,02/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/opdivo
Human,Upstaza,EMEA/H/C/005352,Authorised,,S/0025,eladocagene exuparvovec,Eladocagene exuparvovec,"Amino Acid Metabolism, Inborn Errors",,No,A16AB26,,Other alimentary tract and metabolism products;Enzymes,,"Upstaza is indicated for the treatment of patients aged 18 months and older with a clinical, molecular, and genetically confirmed diagnosis of aromatic L amino acid decarboxylase (AADC) deficiency with a severe phenotype (see section 5.1).",No,Yes,Yes,No,No,Yes,No,Yes,No,PTC Therapeutics International Limited,23/04/2025,,,19/05/2022,,18/07/2022,,,,8,20/05/2022,02/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/upstaza
Human,Temozolomide Accord,EMEA/H/C/001125,Authorised,,VR/0000272235,temozolomide,temozolomide,Glioma,,No,L01AX03,,Antineoplastic agents,,"For the treatment of adult patients with newly diagnosed glioblastoma multiforme concomitantly with radiotherapy (RT) and subsequently as monotherapy treatment. For the treatment of children from the age of three years, adolescents and adult patients with malignant glioma, such as glioblastoma multiforme or anaplastic astrocytoma, showing recurrence or progression after standard therapy.",No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,28/05/2025,,,17/12/2009,,15/03/2010,,,,25,23/05/2018,02/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/temozolomide-accord
Human,Verzenios,EMEA/H/C/004302,Authorised,,VR/0000248638,abemaciclib,abemaciclib,Breast Neoplasms,,No,L01EF03,,Antineoplastic agents,,"Early Breast Cancer Verzenios in combination with endocrine therapy is indicated for the adjuvant treatment of adult patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative, node positive early breast cancer at high risk of recurrence (see section 5.1). In pre or perimenopausal women, aromatase inhibitor endocrine therapy should be combined with a luteinising hormone-releasing hormone (LHRH) agonist. Advanced or Metastatic Breast Cancer Verzenios is indicated for the treatment of women with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer in combination with an aromatase inhibitor or fulvestrant as initial endocrine-based therapy, or in women who have received prior endocrine therapy. In pre- or perimenopausal women, the endocrine therapy should be combined with a LHRH agonist.",No,No,No,No,No,No,No,No,No,Eli Lilly Nederland B.V.,07/03/2025,,,25/07/2018,,26/09/2018,,,,15,29/10/2018,02/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/verzenios
